Date,year,month,week,X24hAverage,Ask,Bid,Last,TotalVolume,numberOfTransactions,nTweets,nNewsReuters,nNewsCryptocoin,searchInterest,nTweetsTopUser
2013-03-04,2013,3,10,35.29,NA,NA,NA,57204.62,64257,NA,NA,NA,10,NA
2013-03-03,2013,3,9,34.01,NA,NA,NA,14788.04,49631,NA,NA,NA,9,NA
2013-03-02,2013,3,9,33.86,NA,NA,NA,39788.04,60659,NA,NA,NA,9,NA
2013-03-01,2013,3,9,34.19,NA,NA,NA,45365.71,65797,NA,NA,NA,9,NA
2013-02-28,2013,2,9,32.67,NA,NA,NA,138125.89,60993,NA,NA,NA,9,NA
2013-02-27,2013,2,9,31.08,NA,NA,NA,37887.46,62952,NA,NA,NA,9,NA
2013-02-26,2013,2,9,30.95,NA,NA,NA,49485.72,62005,NA,NA,NA,9,NA
2013-02-25,2013,2,9,30.04,NA,NA,NA,29653.38,65164,NA,NA,NA,9,NA
2013-02-24,2013,2,8,29.75,NA,NA,NA,26618.85,57795,NA,NA,NA,7,NA
2013-02-23,2013,2,8,28.97,NA,NA,NA,80200.86,59386,NA,NA,NA,7,NA
2013-02-22,2013,2,8,30.44,NA,NA,NA,76379.26,58920,NA,NA,NA,7,NA
2013-02-21,2013,2,8,29.68,NA,NA,NA,40153.53,58996,NA,NA,NA,7,NA
2013-02-20,2013,2,8,29.47,NA,NA,NA,42609.44,57613,NA,NA,NA,7,NA
2013-02-19,2013,2,8,28.18,NA,NA,NA,112747.46,55598,NA,NA,NA,7,NA
2013-02-18,2013,2,8,26.73,NA,NA,NA,34429.7,46318,NA,NA,NA,7,NA
2013-02-17,2013,2,7,26.38,NA,NA,NA,87142.75,50400,NA,NA,NA,7,NA
2013-02-16,2013,2,7,27.07,NA,NA,NA,24540.34,51218,NA,NA,NA,7,NA
2013-02-15,2013,2,7,26.95,NA,NA,NA,58499.74,57505,NA,NA,NA,7,NA
2013-02-14,2013,2,7,25.41,NA,NA,NA,162321.04,53849,NA,NA,NA,7,NA
2013-02-13,2013,2,7,25.47,NA,NA,NA,97711.36,57398,NA,NA,NA,7,NA
2013-02-12,2013,2,7,25.06,NA,NA,NA,86860.84,58851,NA,NA,NA,7,NA
2013-02-11,2013,2,7,24.04,NA,NA,NA,35954.71,58835,NA,NA,NA,7,NA
2013-02-10,2013,2,6,23.41,NA,NA,NA,60795.35,57363,NA,NA,NA,6,NA
2013-02-09,2013,2,6,23.19,NA,NA,NA,42377.2,50847,NA,NA,NA,6,NA
2013-02-08,2013,2,6,22.4,NA,NA,NA,53216.59,65928,NA,NA,NA,6,NA
2013-02-07,2013,2,6,21.55,NA,NA,NA,73905.38,58215,NA,NA,NA,6,NA
2013-02-06,2013,2,6,21.04,NA,NA,NA,59688.86,44783,NA,NA,NA,6,NA
2013-02-05,2013,2,6,20.53,NA,NA,NA,33855.04,53445,NA,NA,NA,6,NA
2013-02-04,2013,2,6,20.41,NA,NA,NA,58735.06,57480,NA,NA,NA,6,NA
2013-02-03,2013,2,5,20.22,NA,NA,NA,39662.34,56212,NA,NA,NA,5,NA
2013-02-02,2013,2,5,19.48,NA,NA,NA,88436.87,58834,NA,NA,NA,5,NA
2013-02-01,2013,2,5,20.7,NA,NA,NA,56241.42,56756,NA,NA,NA,5,NA
2013-01-31,2013,1,5,20.53,NA,NA,NA,110063.46,46104,NA,NA,NA,5,NA
2013-01-30,2013,1,5,19.43,NA,NA,NA,50809.65,45810,NA,NA,NA,5,NA
2013-01-29,2013,1,5,19.14,NA,NA,NA,98623.96,53617,NA,NA,NA,5,NA
2013-01-28,2013,1,5,18.29,NA,NA,NA,66002.95,52321,NA,NA,NA,5,NA
2013-01-27,2013,1,4,17.57,NA,NA,NA,30029.41,53451,NA,NA,NA,5,NA
2013-01-26,2013,1,4,17.13,NA,NA,NA,39107.78,53420,NA,NA,NA,5,NA
2013-01-25,2013,1,4,16.69,NA,NA,NA,89204.88,46045,NA,NA,NA,5,NA
2013-01-24,2013,1,4,17.77,NA,NA,NA,196388.19,46607,NA,NA,NA,5,NA
2013-01-23,2013,1,4,17.2,NA,NA,NA,58029.56,48267,NA,NA,NA,5,NA
2013-01-22,2013,1,4,17.13,NA,NA,NA,68353.86,40199,NA,NA,NA,5,NA
2013-01-21,2013,1,4,16.35,NA,NA,NA,75081.41,41357,NA,NA,NA,5,NA
2013-01-20,2013,1,3,15.67,NA,NA,NA,30272.25,41636,NA,NA,NA,4,NA
2013-01-19,2013,1,3,15.45,NA,NA,NA,37437.3,56455,NA,NA,NA,4,NA
2013-01-18,2013,1,3,15.64,NA,NA,NA,65803.2,50896,NA,NA,NA,4,NA
2013-01-17,2013,1,3,15.14,NA,NA,NA,73812.04,48021,NA,NA,NA,4,NA
2013-01-16,2013,1,3,14.49,NA,NA,NA,53760.72,52197,NA,NA,NA,4,NA
2013-01-15,2013,1,3,14.19,NA,NA,NA,58576.77,45653,NA,NA,NA,4,NA
2013-01-14,2013,1,3,14.19,NA,NA,NA,28206.93,43799,NA,NA,NA,4,NA
2013-01-13,2013,1,2,14.09,NA,NA,NA,41193.78,46837,NA,NA,NA,4,NA
2013-01-12,2013,1,2,14.15,NA,NA,NA,30051.71,46836,NA,NA,NA,4,NA
2013-01-11,2013,1,2,14.1,NA,NA,NA,44371.21,54662,NA,NA,NA,4,NA
2013-01-10,2013,1,2,14.02,NA,NA,NA,60055.16,51393,NA,NA,NA,4,NA
2013-01-09,2013,1,2,13.69,NA,NA,NA,35185.69,43335,NA,NA,NA,4,NA
2013-01-08,2013,1,2,13.66,NA,NA,NA,52160.01,35390,NA,NA,NA,4,NA
2013-01-07,2013,1,2,13.44,NA,NA,NA,32428.79,40860,NA,NA,NA,4,NA
2013-01-06,2013,1,1,13.42,NA,NA,NA,14226.85,34519,NA,NA,NA,4,NA
2013-01-05,2013,1,1,13.38,NA,NA,NA,27169.79,38931,NA,NA,NA,4,NA
2013-01-04,2013,1,1,13.38,NA,NA,NA,34171.37,49926,NA,NA,NA,4,NA
2013-01-03,2013,1,1,13.32,NA,NA,NA,22633.92,41413,NA,NA,NA,4,NA
2013-01-02,2013,1,1,13.29,NA,NA,NA,20312.5,38986,NA,NA,NA,4,NA
2013-01-01,2013,1,1,13.31,NA,NA,NA,31853.98,28620,NA,NA,NA,4,NA
2012-12-31,2012,12,53,13.44,NA,NA,NA,17896.89,34228,NA,NA,NA,3,NA
2012-12-30,2012,12,53,13.41,NA,NA,NA,13857.1,43751,NA,NA,NA,3,NA
2012-12-29,2012,12,53,13.47,NA,NA,NA,27808.65,39248,NA,NA,NA,3,NA
2012-12-28,2012,12,52,13.38,NA,NA,NA,30944.49,47514,NA,NA,NA,3,NA
2012-12-27,2012,12,52,13.32,NA,NA,NA,24556.32,43119,NA,NA,NA,3,NA
2012-12-26,2012,12,52,13.3,NA,NA,NA,19006.14,35740,NA,NA,NA,3,NA
2012-12-25,2012,12,52,13.29,NA,NA,NA,15642.04,27560,NA,NA,NA,3,NA
2012-12-24,2012,12,52,13.34,NA,NA,NA,19562.39,37099,NA,NA,NA,3,NA
2012-12-23,2012,12,52,13.21,NA,NA,NA,25849.15,39228,NA,NA,NA,3,NA
2012-12-22,2012,12,52,13.36,NA,NA,NA,18573.4,52012,NA,NA,NA,3,NA
2012-12-21,2012,12,51,13.45,NA,NA,NA,31065.18,40658,NA,NA,NA,3,NA
2012-12-20,2012,12,51,13.45,NA,NA,NA,41102.42,36133,NA,NA,NA,3,NA
2012-12-19,2012,12,51,13.34,NA,NA,NA,47991.84,49016,NA,NA,NA,3,NA
2012-12-18,2012,12,51,13.2,NA,NA,NA,29564,46590,NA,NA,NA,3,NA
2012-12-17,2012,12,51,13.18,NA,NA,NA,73051.61,40828,NA,NA,NA,3,NA
2012-12-16,2012,12,51,13.35,NA,NA,NA,46291.31,33989,NA,NA,NA,3,NA
2012-12-15,2012,12,51,13.51,NA,NA,NA,17542.09,33526,NA,NA,NA,3,NA
2012-12-14,2012,12,50,13.57,NA,NA,NA,77911.06,41397,NA,NA,NA,5,NA
2012-12-13,2012,12,50,13.62,NA,NA,NA,31077.61,40260,NA,NA,NA,5,NA
2012-12-12,2012,12,50,13.57,NA,NA,NA,43791.71,35322,NA,NA,NA,5,NA
2012-12-11,2012,12,50,13.47,NA,NA,NA,32268.06,36341,NA,NA,NA,5,NA
2012-12-10,2012,12,50,13.36,NA,NA,NA,34636.18,38474,NA,NA,NA,5,NA
2012-12-09,2012,12,50,13.22,NA,NA,NA,31278.72,32838,NA,NA,NA,5,NA
2012-12-08,2012,12,50,13.43,NA,NA,NA,15035.46,31857,NA,NA,NA,5,NA
2012-12-07,2012,12,49,13.32,NA,NA,NA,42176.21,32887,NA,NA,NA,4,NA
2012-12-06,2012,12,49,13.37,NA,NA,NA,53775.91,37201,NA,NA,NA,4,NA
2012-12-05,2012,12,49,13.25,NA,NA,NA,35903,33176,NA,NA,NA,4,NA
2012-12-04,2012,12,49,12.98,NA,NA,NA,72189.04,28050,NA,NA,NA,4,NA
2012-12-03,2012,12,49,12.52,NA,NA,NA,35479.17,22407,NA,NA,NA,4,NA
2012-12-02,2012,12,49,12.51,NA,NA,NA,17544.52,20555,NA,NA,NA,4,NA
2012-12-01,2012,12,49,12.53,NA,NA,NA,18864.06,37722,NA,NA,NA,4,NA
2012-11-30,2012,11,48,12.51,NA,NA,NA,29914.19,28363,NA,NA,NA,4,NA
2012-11-29,2012,11,48,12.39,NA,NA,NA,33220.13,39050,NA,NA,NA,4,NA
2012-11-28,2012,11,48,12.25,NA,NA,NA,37384.25,36521,NA,NA,NA,4,NA
2012-11-27,2012,11,48,12.07,NA,NA,NA,42522.06,29528,NA,NA,NA,4,NA
2012-11-26,2012,11,48,12.34,NA,NA,NA,42345.29,34810,NA,NA,NA,4,NA
2012-11-25,2012,11,48,12.46,NA,NA,NA,27182.54,34821,NA,NA,NA,4,NA
2012-11-24,2012,11,48,12.34,NA,NA,NA,22289.96,29169,NA,NA,NA,4,NA
2012-11-23,2012,11,47,12.25,NA,NA,NA,23456.66,31482,NA,NA,NA,3,NA
2012-11-22,2012,11,47,12.03,NA,NA,NA,72827.06,32931,NA,NA,NA,3,NA
2012-11-21,2012,11,47,11.69,NA,NA,NA,24904.22,41245,NA,NA,NA,3,NA
2012-11-20,2012,11,47,11.68,NA,NA,NA,31729.4,37561,NA,NA,NA,3,NA
2012-11-19,2012,11,47,11.67,NA,NA,NA,34362.57,35160,NA,NA,NA,3,NA
2012-11-18,2012,11,47,11.68,NA,NA,NA,19002.6,33144,NA,NA,NA,3,NA
2012-11-17,2012,11,47,11.64,NA,NA,NA,22861.43,34273,NA,NA,NA,3,NA
2012-11-16,2012,11,46,11.44,NA,NA,NA,71109.72,37286,NA,NA,NA,3,NA
2012-11-15,2012,11,46,11.04,NA,NA,NA,37641.72,37743,NA,NA,NA,3,NA
2012-11-14,2012,11,46,10.93,NA,NA,NA,27473.31,29221,NA,NA,NA,3,NA
2012-11-13,2012,11,46,10.95,NA,NA,NA,22279.24,24841,NA,NA,NA,3,NA
2012-11-12,2012,11,46,10.93,NA,NA,NA,47678.8,24652,NA,NA,NA,3,NA
2012-11-11,2012,11,46,10.72,NA,NA,NA,17455,23728,NA,NA,NA,3,NA
2012-11-10,2012,11,46,10.83,NA,NA,NA,15512.98,26595,NA,NA,NA,3,NA
2012-11-09,2012,11,45,10.81,NA,NA,NA,19607.82,26851,NA,NA,NA,3,NA
2012-11-08,2012,11,45,10.85,NA,NA,NA,33039.05,34985,NA,NA,NA,3,NA
2012-11-07,2012,11,45,10.92,NA,NA,NA,39218.3,37442,NA,NA,NA,3,NA
2012-11-06,2012,11,45,10.76,NA,NA,NA,33778.21,28059,NA,NA,NA,3,NA
2012-11-05,2012,11,45,10.63,NA,NA,NA,34120.42,32202,NA,NA,NA,3,NA
2012-11-04,2012,11,45,10.55,NA,NA,NA,24983.78,22692,NA,NA,NA,3,NA
2012-11-03,2012,11,45,10.48,NA,NA,NA,23415.75,25264,NA,NA,NA,3,NA
2012-11-02,2012,11,44,10.54,NA,NA,NA,32224.55,27498,NA,NA,NA,3,NA
2012-11-01,2012,11,44,10.92,NA,NA,NA,55264.75,25458,NA,NA,NA,3,NA
2012-10-31,2012,10,44,10.99,NA,NA,NA,46251.5,28602,NA,NA,NA,3,NA
2012-10-30,2012,10,44,10.7,NA,NA,NA,33111.96,29930,NA,NA,NA,3,NA
2012-10-29,2012,10,44,10.61,NA,NA,NA,44750.23,19144,NA,NA,NA,3,NA
2012-10-28,2012,10,44,10.53,NA,NA,NA,25587.27,17381,NA,NA,NA,3,NA
2012-10-27,2012,10,44,10.35,NA,NA,NA,51384.62,17488,NA,NA,NA,3,NA
2012-10-26,2012,10,43,10.28,NA,NA,NA,106642.45,22540,NA,NA,NA,3,NA
2012-10-25,2012,10,43,11.02,NA,NA,NA,92861.45,28126,NA,NA,NA,3,NA
2012-10-24,2012,10,43,11.62,NA,NA,NA,27142.88,33568,NA,NA,NA,3,NA
2012-10-23,2012,10,43,11.69,NA,NA,NA,61934.65,40115,NA,NA,NA,3,NA
2012-10-22,2012,10,43,11.65,NA,NA,NA,44351.68,35647,NA,NA,NA,3,NA
2012-10-21,2012,10,43,11.61,NA,NA,NA,13272.01,39774,NA,NA,NA,3,NA
2012-10-20,2012,10,43,11.69,NA,NA,NA,25415.8,27673,NA,NA,NA,3,NA
2012-10-19,2012,10,42,11.73,NA,NA,NA,35461.38,28470,NA,NA,NA,3,NA
2012-10-18,2012,10,42,11.85,NA,NA,NA,25350.12,28432,NA,NA,NA,3,NA
2012-10-17,2012,10,42,11.83,NA,NA,NA,28917.74,32774,NA,NA,NA,3,NA
2012-10-16,2012,10,42,11.78,NA,NA,NA,43937.75,33464,NA,NA,NA,3,NA
2012-10-15,2012,10,42,11.68,NA,NA,NA,33192.16,29690,NA,NA,NA,3,NA
2012-10-14,2012,10,42,11.82,NA,NA,NA,25397.74,26981,NA,NA,NA,3,NA
2012-10-13,2012,10,42,11.88,NA,NA,NA,17933.5,37278,NA,NA,NA,3,NA
2012-10-12,2012,10,41,12.03,NA,NA,NA,24497.5,24200,NA,NA,NA,3,NA
2012-10-11,2012,10,41,12,NA,NA,NA,24797.92,30081,NA,NA,NA,3,NA
2012-10-10,2012,10,41,12.01,NA,NA,NA,34123.19,32255,NA,NA,NA,3,NA
2012-10-09,2012,10,41,11.97,NA,NA,NA,51277.94,35903,NA,NA,NA,3,NA
2012-10-08,2012,10,41,11.25,NA,NA,NA,104904.54,38366,NA,NA,NA,3,NA
2012-10-07,2012,10,41,12.01,NA,NA,NA,69334.49,31676,NA,NA,NA,3,NA
2012-10-06,2012,10,41,12.56,NA,NA,NA,27373.05,35662,NA,NA,NA,3,NA
2012-10-05,2012,10,40,12.68,NA,NA,NA,38600.62,34409,NA,NA,NA,3,NA
2012-10-04,2012,10,40,12.84,NA,NA,NA,45182.37,29518,NA,NA,NA,3,NA
2012-10-03,2012,10,40,12.75,NA,NA,NA,45955.38,32185,NA,NA,NA,3,NA
2012-10-02,2012,10,40,12.56,NA,NA,NA,64776.82,28543,NA,NA,NA,3,NA
2012-10-01,2012,10,40,12.28,NA,NA,NA,34870.12,23803,NA,NA,NA,3,NA
2012-09-30,2012,9,40,12.35,NA,NA,NA,8988.13,21143,NA,NA,NA,3,NA
2012-09-29,2012,9,40,12.36,NA,NA,NA,20366.46,26409,NA,NA,NA,3,NA
2012-09-28,2012,9,39,12.3,NA,NA,NA,32460.78,29898,NA,NA,NA,3,NA
2012-09-27,2012,9,39,12.27,NA,NA,NA,25350.73,30194,NA,NA,NA,3,NA
2012-09-26,2012,9,39,12.19,NA,NA,NA,28237.39,31886,NA,NA,NA,3,NA
2012-09-25,2012,9,39,12.06,NA,NA,NA,26572.57,23775,NA,NA,NA,3,NA
2012-09-24,2012,9,39,12.06,NA,NA,NA,34894,31279,NA,NA,NA,3,NA
2012-09-23,2012,9,39,11.99,NA,NA,NA,43087.01,24195,NA,NA,NA,3,NA
2012-09-22,2012,9,39,12.2,NA,NA,NA,16883.95,23847,NA,NA,NA,3,NA
2012-09-21,2012,9,38,12.26,NA,NA,NA,39632.85,29957,NA,NA,NA,3,NA
2012-09-20,2012,9,38,12.47,NA,NA,NA,36550.42,33825,NA,NA,NA,3,NA
2012-09-19,2012,9,38,12.39,NA,NA,NA,46488.63,32119,NA,NA,NA,3,NA
2012-09-18,2012,9,38,12.03,NA,NA,NA,48650.96,31313,NA,NA,NA,3,NA
2012-09-17,2012,9,38,11.86,NA,NA,NA,32445.04,25423,NA,NA,NA,3,NA
2012-09-16,2012,9,38,11.86,NA,NA,NA,33453.18,27351,NA,NA,NA,3,NA
2012-09-15,2012,9,38,11.69,NA,NA,NA,17872.55,30340,NA,NA,NA,3,NA
2012-09-14,2012,9,37,11.56,NA,NA,NA,48362.47,35146,NA,NA,NA,3,NA
2012-09-13,2012,9,37,11.33,NA,NA,NA,24141.76,27899,NA,NA,NA,3,NA
2012-09-12,2012,9,37,11.19,NA,NA,NA,64111.18,30406,NA,NA,NA,3,NA
2012-09-11,2012,9,37,11.08,NA,NA,NA,75121.59,37813,NA,NA,NA,3,NA
2012-09-10,2012,9,37,11.03,NA,NA,NA,47204.29,32055,NA,NA,NA,3,NA
2012-09-09,2012,9,37,11.03,NA,NA,NA,16380.47,30076,NA,NA,NA,3,NA
2012-09-08,2012,9,37,10.97,NA,NA,NA,28322.97,34359,NA,NA,NA,3,NA
2012-09-07,2012,9,36,11.1,NA,NA,NA,39152.61,32477,NA,NA,NA,5,NA
2012-09-06,2012,9,36,10.94,NA,NA,NA,74206.45,44218,NA,NA,NA,5,NA
2012-09-05,2012,9,36,10.73,NA,NA,NA,65899.54,41414,NA,NA,NA,5,NA
2012-09-04,2012,9,36,10.3,NA,NA,NA,38972.25,36940,NA,NA,NA,5,NA
2012-09-03,2012,9,36,10.34,NA,NA,NA,25474.93,41066,NA,NA,NA,5,NA
2012-09-02,2012,9,36,10.04,NA,NA,NA,27734.48,31268,NA,NA,NA,5,NA
2012-09-01,2012,9,36,9.99,NA,NA,NA,25437.8,41940,NA,NA,NA,5,NA
2012-08-31,2012,8,35,10.19,NA,NA,NA,72571.66,41495,NA,NA,NA,3,NA
2012-08-30,2012,8,35,10.75,NA,NA,NA,33838.4,31360,NA,NA,NA,3,NA
2012-08-29,2012,8,35,10.84,NA,NA,NA,59451.87,33804,NA,NA,NA,3,NA
2012-08-28,2012,8,35,10.89,NA,NA,NA,63646.47,30838,NA,NA,NA,3,NA
2012-08-27,2012,8,35,11.18,NA,NA,NA,185233.96,31308,NA,NA,NA,3,NA
2012-08-26,2012,8,35,10.55,NA,NA,NA,28418.87,30525,NA,NA,NA,3,NA
2012-08-25,2012,8,35,10.44,NA,NA,NA,42241.23,35491,NA,NA,NA,3,NA
2012-08-24,2012,8,34,10.26,NA,NA,NA,98993.86,30969,NA,NA,NA,4,NA
2012-08-23,2012,8,34,10,NA,NA,NA,60424.94,31765,NA,NA,NA,4,NA
2012-08-22,2012,8,34,9.91,NA,NA,NA,78584.19,40634,NA,NA,NA,4,NA
2012-08-21,2012,8,34,10.03,NA,NA,NA,78668.01,40494,NA,NA,NA,4,NA
2012-08-20,2012,8,34,9.51,NA,NA,NA,204044.64,36248,NA,NA,NA,4,NA
2012-08-19,2012,8,34,9.09,NA,NA,NA,249729.48,35022,NA,NA,NA,4,NA
2012-08-18,2012,8,34,11.86,NA,NA,NA,92818.45,38770,NA,NA,NA,4,NA
2012-08-17,2012,8,33,13.31,NA,NA,NA,235650.61,40897,NA,NA,NA,4,NA
2012-08-16,2012,8,33,13.22,NA,NA,NA,103915.27,49165,NA,NA,NA,4,NA
2012-08-15,2012,8,33,12.6,NA,NA,NA,63282.19,49070,NA,NA,NA,4,NA
2012-08-14,2012,8,33,12.08,NA,NA,NA,48977.86,37605,NA,NA,NA,4,NA
2012-08-13,2012,8,33,11.75,NA,NA,NA,64277.98,49678,NA,NA,NA,4,NA
2012-08-12,2012,8,33,11.62,NA,NA,NA,33231.76,33751,NA,NA,NA,4,NA
2012-08-11,2012,8,33,11.49,NA,NA,NA,23214.23,29979,NA,NA,NA,4,NA
2012-08-10,2012,8,32,11.37,NA,NA,NA,73648.72,27362,NA,NA,NA,3,NA
2012-08-09,2012,8,32,11.32,NA,NA,NA,110042.08,33117,NA,NA,NA,3,NA
2012-08-08,2012,8,32,11.01,NA,NA,NA,36054.13,38855,NA,NA,NA,3,NA
2012-08-07,2012,8,32,10.81,NA,NA,NA,49110.5,28636,NA,NA,NA,3,NA
2012-08-06,2012,8,32,10.87,NA,NA,NA,58822.31,35960,NA,NA,NA,3,NA
2012-08-05,2012,8,32,10.6,NA,NA,NA,74893.19,32003,NA,NA,NA,3,NA
2012-08-04,2012,8,32,10.99,NA,NA,NA,56356.48,28166,NA,NA,NA,3,NA
2012-08-03,2012,8,31,10.71,NA,NA,NA,68492.76,29356,NA,NA,NA,3,NA
2012-08-02,2012,8,31,10.1,NA,NA,NA,133500.85,32475,NA,NA,NA,3,NA
2012-08-01,2012,8,31,9.4,NA,NA,NA,77790.61,34163,NA,NA,NA,3,NA
2012-07-31,2012,7,31,9.24,NA,NA,NA,72372.2,36163,NA,NA,NA,3,NA
2012-07-30,2012,7,31,8.92,NA,NA,NA,58025.42,38204,NA,NA,NA,3,NA
2012-07-29,2012,7,31,8.76,NA,NA,NA,13047.72,32788,NA,NA,NA,3,NA
2012-07-28,2012,7,31,8.85,NA,NA,NA,18784.9,33187,NA,NA,NA,3,NA
2012-07-27,2012,7,30,8.88,NA,NA,NA,28979.01,26430,NA,NA,NA,3,NA
2012-07-26,2012,7,30,8.75,NA,NA,NA,35892.42,30652,NA,NA,NA,3,NA
2012-07-25,2012,7,30,8.58,NA,NA,NA,69053.13,29127,NA,NA,NA,3,NA
2012-07-24,2012,7,30,8.61,NA,NA,NA,45954.35,29945,NA,NA,NA,3,NA
2012-07-23,2012,7,30,8.46,NA,NA,NA,156081.22,35901,NA,NA,NA,3,NA
2012-07-22,2012,7,30,8.61,NA,NA,NA,32479.96,29975,NA,NA,NA,3,NA
2012-07-21,2012,7,30,8.87,NA,NA,NA,144540.61,37598,NA,NA,NA,3,NA
2012-07-20,2012,7,29,8.2,NA,NA,NA,159917.65,35383,NA,NA,NA,3,NA
2012-07-19,2012,7,29,9.08,NA,NA,NA,53925.27,31077,NA,NA,NA,3,NA
2012-07-18,2012,7,29,9,NA,NA,NA,115863.21,30733,NA,NA,NA,3,NA
2012-07-17,2012,7,29,8.33,NA,NA,NA,219914.13,34693,NA,NA,NA,3,NA
2012-07-16,2012,7,29,8.05,NA,NA,NA,111331.33,30561,NA,NA,NA,3,NA
2012-07-15,2012,7,29,7.57,NA,NA,NA,29043.65,25886,NA,NA,NA,3,NA
2012-07-14,2012,7,29,7.59,NA,NA,NA,17583.27,25417,NA,NA,NA,3,NA
2012-07-13,2012,7,28,7.63,NA,NA,NA,69318.06,23441,NA,NA,NA,3,NA
2012-07-12,2012,7,28,7.28,NA,NA,NA,70243.04,26493,NA,NA,NA,3,NA
2012-07-11,2012,7,28,7.1,NA,NA,NA,44687.51,30165,NA,NA,NA,3,NA
2012-07-10,2012,7,28,7.09,NA,NA,NA,77769.99,33442,NA,NA,NA,3,NA
2012-07-09,2012,7,28,6.86,NA,NA,NA,73697.58,25293,NA,NA,NA,3,NA
2012-07-08,2012,7,28,6.77,NA,NA,NA,21116.88,21697,NA,NA,NA,3,NA
2012-07-07,2012,7,28,6.76,NA,NA,NA,42251.16,26129,NA,NA,NA,3,NA
2012-07-06,2012,7,27,6.63,NA,NA,NA,47667.23,21962,NA,NA,NA,2,NA
2012-07-05,2012,7,27,6.64,NA,NA,NA,50333.45,22045,NA,NA,NA,2,NA
2012-07-04,2012,7,27,6.5,NA,NA,NA,38970.5,21992,NA,NA,NA,2,NA
2012-07-03,2012,7,27,6.55,NA,NA,NA,76599.93,22946,NA,NA,NA,2,NA
2012-07-02,2012,7,27,6.68,NA,NA,NA,43933.47,25272,NA,NA,NA,2,NA
2012-07-01,2012,7,27,6.6,NA,NA,NA,25330.1,18834,NA,NA,NA,2,NA
2012-06-30,2012,6,27,6.64,NA,NA,NA,27561.15,23608,NA,NA,NA,2,NA
2012-06-29,2012,6,26,6.59,NA,NA,NA,38683.2,22339,NA,NA,NA,2,NA
2012-06-28,2012,6,26,6.56,NA,NA,NA,49106.69,27315,NA,NA,NA,2,NA
2012-06-27,2012,6,26,6.52,NA,NA,NA,58209.52,30636,NA,NA,NA,2,NA
2012-06-26,2012,6,26,6.38,NA,NA,NA,57115.29,32547,NA,NA,NA,2,NA
2012-06-25,2012,6,26,6.3,NA,NA,NA,71616.14,25985,NA,NA,NA,2,NA
2012-06-24,2012,6,26,6.38,NA,NA,NA,40691.77,21880,NA,NA,NA,2,NA
2012-06-23,2012,6,26,6.48,NA,NA,NA,25262.29,21659,NA,NA,NA,2,NA
2012-06-22,2012,6,25,6.58,NA,NA,NA,60850.21,25550,NA,NA,NA,2,NA
2012-06-21,2012,6,25,6.68,NA,NA,NA,54898.3,26501,NA,NA,NA,2,NA
2012-06-20,2012,6,25,6.6,NA,NA,NA,71171.79,33475,NA,NA,NA,2,NA
2012-06-19,2012,6,25,6.43,NA,NA,NA,48431.62,38108,NA,NA,NA,2,NA
2012-06-18,2012,6,25,6.26,NA,NA,NA,51429.69,39028,NA,NA,NA,2,NA
2012-06-17,2012,6,25,6.31,NA,NA,NA,54035.76,40290,NA,NA,NA,2,NA
2012-06-16,2012,6,25,6.45,NA,NA,NA,90218.81,49313,NA,NA,NA,2,NA
2012-06-15,2012,6,24,6.1,NA,NA,NA,73004.44,57407,NA,NA,NA,3,NA
2012-06-14,2012,6,24,5.88,NA,NA,NA,44520.73,56997,NA,NA,NA,3,NA
2012-06-13,2012,6,24,5.85,NA,NA,NA,64507.92,52040,NA,NA,NA,3,NA
2012-06-12,2012,6,24,5.62,NA,NA,NA,93311.58,20796,NA,NA,NA,3,NA
2012-06-11,2012,6,24,5.49,NA,NA,NA,47167.89,35275,NA,NA,NA,3,NA
2012-06-10,2012,6,24,5.46,NA,NA,NA,32005.42,39328,NA,NA,NA,3,NA
2012-06-09,2012,6,24,5.57,NA,NA,NA,44492.86,31523,NA,NA,NA,3,NA
2012-06-08,2012,6,23,5.61,NA,NA,NA,61181.09,26974,NA,NA,NA,2,NA
2012-06-07,2012,6,23,5.49,NA,NA,NA,54470.68,30567,NA,NA,NA,2,NA
2012-06-06,2012,6,23,5.43,NA,NA,NA,45219.39,18275,NA,NA,NA,2,NA
2012-06-05,2012,6,23,5.38,NA,NA,NA,90656.65,45318,NA,NA,NA,2,NA
2012-06-04,2012,6,23,5.23,NA,NA,NA,54323.51,44984,NA,NA,NA,2,NA
2012-06-03,2012,6,23,5.19,NA,NA,NA,16266.07,26654,NA,NA,NA,2,NA
2012-06-02,2012,6,23,5.21,NA,NA,NA,20113.96,18570,NA,NA,NA,2,NA
2012-06-01,2012,6,22,5.23,NA,NA,NA,50232.96,24713,NA,NA,NA,2,NA
2012-05-31,2012,5,22,5.15,NA,NA,NA,44661.34,20951,NA,NA,NA,2,NA
2012-05-30,2012,5,22,5.13,NA,NA,NA,44846.12,25743,NA,NA,NA,2,NA
2012-05-29,2012,5,22,5.1,NA,NA,NA,66644.92,31160,NA,NA,NA,2,NA
2012-05-28,2012,5,22,5.11,NA,NA,NA,32343.98,32526,NA,NA,NA,2,NA
2012-05-27,2012,5,22,5.08,NA,NA,NA,21810.05,22251,NA,NA,NA,2,NA
2012-05-26,2012,5,22,5.09,NA,NA,NA,23228.41,23982,NA,NA,NA,2,NA
2012-05-25,2012,5,21,5.1,NA,NA,NA,29328.53,29007,NA,NA,NA,2,NA
